Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-99.23,30.76,,41MS99,Beta-369548,,,Bison bone,,1A,No,2130,30,Corrected,2130,30,,,1880,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035574,"Burial 182, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2135,25,Corrected,2135,25,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-98.31,26.19, ,41HG118,?,"BHT 5, Zone 4", ,Charcoal, ,1A,No,2140,60,Corrected,2140,60,0, ,0,0,AMS,Geomorpgological find not associated with a site. No Beta number or raw dates given, See source for more information.,"Kelly Pertulla database, CARD.  Keller, 1995; Archaeological And Geomorphological Investigations At The Anzaloduas International Crossing, Hidalgo County, Texas.", ,568896,2896856,14,NAD 83,Riverine,TCP,2896856,568896,14,
-97.81,31.23,,41CV1129,TX-8421,"Unit #2, Feature #3, Depth 110-120cm",BR BASIN SHAPED HEARTH,CHARCOAL,,1A,No,2140,70,Corrected,2140,70,-27,measured,,,,,Fort Hood Database,,613013,3455817,14,NAD 83,Inland,CTx,3455817,613013,14,,
-97.82,31.18,,41CV117,BETA-83262,"Unit #2, Feature #1, Depth 50-60cm",BRMI,CHARCOAL,WHITE OAK,1A,No,2140,50,Corrected,2140,50,-27.5,measured,,,,,Fort Hood Database,,612352,3449663,14,NAD 83,Inland,CTx,3449663,612352,14,,
-97.7,31.38,,41CV1482,BETA-87651,"Unit #2, Feature #4, Depth 182-187cm",BR CONCENTRATION,CHARCOAL,,1A,No,2140,70,Corrected,2140,70,-28.5,measured,,,AMS,,Fort Hood Database,,623379,3472700,14,NAD 83,Inland,CTx,3472700,623379,14,,
-97.82,31.23,,41CV487,ICA-17C/504,,,Charcoal,,1A,No,2140,40,Corrected,2140,40,,,,,AMS,,CARD March 2020 Database,,612698,3456239,14,NAD 83,Inland,CTx,3456239,612698,14,,
-97.82,31.27,,41CV595,BETA-149089,"Unit #35, Feature #11, Depth 37cm",EARTH OVEN (COOKING PIT),CHARCOAL,OAK,1A,No,2140,40,Corrected,2140,40,-25.5,measured,,,AMS,,Fort Hood Database,,612473,3459958,14,NAD 83,Inland,CTx,3459958,612473,14,,
-100.07,30.02,Varga ,41ED28,Beta-175402,"Fea. 1, central pit, Blk. A, Unit N101/E50, 50-60 cm",,Charcoal,,1A,No,2140,40,Corrected,2140,40,-23.7,measured,2120,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-100.07,30.02,Varga ,41ED28,UGA-12725,"Fea. 15w, Blk. B, Unit N115/E73, 20-27 cm",,Charcoal,,1A,No,2140,40,Corrected,2140,40,-24.5,measured,2130,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-99.62,30.25,Bering Sinkhole,41KR241,D-AMS 035161,"Zone 1, Unit D, Level 23, Lot 265",,Bone Collagen,Homo sp,1B,Yes,2140,29,Corrected,2140,29,,,,,AMS,,Mauldin database,,439943,3346433,14,NAD 83,Inland,CTx,3346433,439943,14,,
-99.23,30.76,,41MS99,Beta-417716,EU 25,,Bone,"bison calcaneus, left",1A,No,2140,30,Corrected,2140,30,,,1890,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.84,30.41,Cherry Tree Shelter,41TV933,TX-5259,Feature 1,,,,1A,No,2140,170,Corrected,2140,170,,,,,Radiometric,,"Kotter, S. (1985). Cherry Tree Shelter: Excavation of a stratified Late Archaic and Neoarchaic Rockshelter, Travis County, Texas. Texas Archeological Survey Research Report 92.",Kotter 1985,611427,3364365,14,NAD 83,Inland,CTx,3364365,611427,14,,
-96.08,29.31,Crestmont,41WH39,SR-6178,FEA 3,Burial,Bone,Human,1B,Yes,2145,35,Corrected,2145,35,-18.7,measured,0,0,AMS, ,"2011, Hard, Robert and Katzenberg, M.A.; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification of the Texas Gulf Coastal Plain, Society for American Archaeology","Hard, 2011",783341,3246275,14,NAD 83,Riverine,TCP,3246275,783341,14,,
-96.08,29.31,Crestmont,41WH39,SR-6179,FEA 42,Burial,Bone,Human,1B,Yes,2145,40,Corrected,2145,40,-18.4,measured,0,0,AMS, ,"2011, Hard, Robert and Katzenberg, M.A.; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification of the Texas Gulf Coastal Plain, Society for American Archaeology","Hard, 2011",783341,3246275,14,NAD 83,Riverine,TCP,3246275,783341,14,,
-98.56,29.75,Cibolo Crossing,41BX377,Beta-131841,N1011 E992 (100.23-100.03m) Feature 15,,charred material,,1A,No,2147,40,Corrected,2147,40,-25.8,,2160,,,,,,542609,3291269,14,NAD 83,Inland,CTx,3291269,542609,14,,
-97.6,29.66,Troll,41CW92,UGA-13311,"Feature 1, BHT A, 155 cm, elevation 97.53 m, analytical unit 5", ,charcoal, ,1A,No,2150,50,Corrected,2150,50,-22.03,measured,2100,50,AMS,"Feature is an older component than most excavated material, sample # A4-2-10","2005 Miller K. Significance Testing at the Troll Site 41CW92 Caldwell County Texas. Archaeological studies Rpt:77, SWCA Rpt: 2005-137",Miller 2005,635460,3281439,14,NAD 83,Inland,TCP,3281439,635460,14,,
-95.95,29.67,Bowser Site,41FB3,GX-24613,"Upper, burial 35",burial,Bone?,Human,1B,Yes,2150,120,Corrected,2150,120,-19.5,measured,0,0, ,Not clearly stated is human bone,"Patterson, Leland; 1999; Additional Data for the Bowser Site, 41FB3, Fort Bend Co., Texas; Journal Houston Archeological Society, Number 123","Patterson, 2002, Additional Data for the Bowser Site",214714,3286300,15,NAD 83,Riverine,TCP,3286300,214714,15,,
-98.47,29.46,Brackenridge Park Paddle Boats Witte Parcel,41BX323,D-AMS-007785,CAR 341,,,,1A,No,2152,23,Corrected,2152,23,-29.7,,2113,,,,,,551400,3259248,14,NAD 83,Inland,CTx,3259248,551400,14,,
-98.46,29.33,,41BX254,D-AMS 008850,Fea 4,,assume C3,,1A,No,2155,31,Corrected,2155,31,-23.9,,2164,,,,,,552589,3244558,14,NAD 83,Inland,CTx,3244558,552589,14,,
-99.62,30.25,Bering Sinkhole,41KR241,D-AMS 031170,"Zone 1, Unit L (L-2), Level 22, Lot 386",,Bone Collagen,Homo sp,1B,Yes,2156,33,Corrected,2156,33,,,,,AMS,,Mauldin database,,439943,3346433,14,NAD 83,Inland,CTx,3346433,439943,14,,
-97.68,31.32,,41CV184,BETA-83346,"Unit #1, Feature #1, Depth 40-50cm",BRMI,CHARCOAL,HICKORY,1A,No,2160,50,Corrected,2160,50,-27.5,measured,,,,,Fort Hood Database,,626012,3466264,14,NAD 83,Inland,CTx,3466264,626012,14,,
-97.87,30.06,,41HY202,GX-15540-G-AMS,Feature 17,hearth,bone ,,1A,No,2169,95,Corrected,2169,95,,,,,AMS,bone gelatin sampled,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,608604,3325983,14,NAD 83,Inland,CTx,3325983,608604,14,,
-95.07,29.57,Harris County Boys' School,41HR85,Tx-968A, , ,Charcoal, ,1A,No,2170,180,Raw,0,0,0, ,2170,180,Radiometric,aka 41HR80,"Kelly Pertulla database, CARD.  Valastro, Davis, and Varela 1975, Univ of Texas at Austin Radiocarbon Dates, Radiocrabon 17 (1)", ,299564,3272876,15,NAD 83,Coastal,TCP,3272876,299564,15,,
-95.07,29.57,Harris County Boys' School,41HR85,Tx-986A,"Scattered throughout midden, Level 2, 10 to 25 cm",Midden,Charcoal, ,1A,No,2170,0,Raw,0,180,0, ,2170,0, , ,"Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",299564,3272876,15,NAD 83,Coastal,TCP,3272876,299564,15,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3526,"Unit 11, Level 4",,wood charcoal,,1A,No,2170,50,Corrected,2170,50,-24.8,,2170,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-100.07,30.02,Varga ,41ED28,Beta-170400,"Fea. 1, base, Blk. A, Unit N103/E51, 40-50 cm",,Charcoal,,1A,No,2170,40,Corrected,2170,40,-22.3,measured,2170,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-99.23,30.76,,41MS99,Beta-417720,EU 64,,Bone,"bovid femur, frag of distal condyle, left",1A,No,2170,30,Corrected,2170,30,,,1910,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-99.23,30.76,,41MS99,Beta-417722,EU 77,,Bone,"bison astragulas, left",1A,No,2170,30,Corrected,2170,30,,,1910,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.57,30.53,Shepherd Site,41WM1010,Beta 175173,"Feature A7, N308 E181, 99.76-99.50 cmbd, in situ",Cobble hearth,Charcoal,,1A,No,2170,40,Corrected,2170,40,-25.3,measured,2170,40,,,"Dixon, Boyd and Robert Rogers, 2006; ""Prehistoric Encampments at the Shepherd Site: Testing and Data Recovery at 41WM1010 Williamson County, Texas."" PBS&J.�",Dixon 2006.pdf,636728,3377886,14,NAD 83,Inland,CTx,3377886,636728,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-102,,,bone collagen,,1B,Yes,2175,37,Corrected,2175,37,-17.8,,2160,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-97.34,27.72,Cayo del Oso,41NU2,Beta-235829,"Feature 122, shell-filled pit", ,Charcoal, ,1A,No,2180,40,Corrected,2180,40,-25.7,Measured,2190,40,AMS, ,"Kelly Pertulla database, CARD.  Meissner et al. 2009, The Cayo del Oso Site (41NU2)�", ,663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3525,"Unit 11, Level 3",,wood charcoal,,1A,No,2180,50,Corrected,2180,50,-26,,2170,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-97.89,31.22,,41CV1434,BETA-149112,"Unit #1, Feature #2, Depth 11-53cm",HEARTH,CHARCOAL,,1A,No,2180,40,Corrected,2180,40,-26.6,measured,,,AMS,,Fort Hood Database,,605309,3454457,14,NAD 83,Inland,CTx,3454457,605309,14,,
-99.23,30.76,,41MS99,Beta-417714,EU 3,,Bone,"bovid, femoral head, right",1A,No,2180,30,Corrected,2180,30,,,1950,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.63,30.19,,41TV410,Beta-216439,"Feature 12, Area 1, N 4.6, E 83.5","Burned rock, charcoal staining",,,1A,No,2180,40,Raw,,,,,2180,40,,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,632358,3340294,14,NAD 83,Inland,CTx,3340294,632358,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250575,Feature 41,,Unidentified Charred Material,,1A,No,2180,40,Corrected,2180,40,-25.1,measured,2180,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035151,"Burial 53, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2187,24,Corrected,2187,24,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035152,"Burial 33/35, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2187,27,Corrected,2187,27,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-99.23,30.76,,41MS99,Beta-417719,EU 63,,Bone,"bison femur frag, left distal",1A,No,2190,30,Corrected,2190,30,,,1960,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-215917,Feature 36,,Unidentified Charred Material,,1A,No,2190,40,Corrected,2190,40,-25.5,measured,2200,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-100.51,28.76, ,41MV120,NSRL-3535,"EU 33, Level 12 120cm",Hearth,Charcoal,"Mesquite, Prosopis sp.",1A,No,2200,50,Corrected,2200,50,-26.4,Measured,0,0,AMS,Vierra pg. 97.,"Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,352897,3181949,14,NAD 83,Inland,TCP,3181949,352897,14,,
-99.23,30.76,,41MS99,Beta-369550,TU 5,,Bison bone,,1A,No,2200,30,Corrected,2200,30,,,1920,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.93,29.89,,41HY165,UCIAMS-80134,"Unit 11, Level 7, Depth 54-64 cm",,bone ,Bison bison,1A,No,2205,20,Corrected,2205,20,-8.5,measured,,,AMS,"Field number 165-240-1, Bone frag, cut marks, spiral breaks, ?15N 6.6","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-96.5,29.03,Chytka,41JK66,Tx-2752,N16-19/E14-17, ,Wood charcoal, ,1A,No,2210,70,Raw,0,0,0, ,2210,70,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 310BC","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,743853,3213721,14,NAD 83,Riverine,TCP,3213721,743853,14,,
-97.87,31.23,,41CV1143,BETA-102102,"Unit #2, Feature #6, Depth 35-43cm",HEARTH,CHARCOAL,,1A,No,2210,40,Corrected,2210,40,-23.5,measured,,,AMS,,Fort Hood Database,,607724,3455830,14,NAD 83,Inland,CTx,3455830,607724,14,,
-97.82,31.32,,41CV137,BETA-84201,"Unit #2, Depth 90-100cm",,BONE,,1A,,2210,60,Corrected,2210,60,-25.3,measured,,,,,Fort Hood Database,,612363,3465616,14,NAD 83,Inland,CTx,3465616,612363,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-80137,"Unit 10, level 7",,bone ,Bison bison,1A,No,2210,20,Corrected,2210,20,-7.6,measured,,,AMS, ?15N 5.7,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.93,29.89,,41HY165,UCIAMS-84281,"Unit 11, Level 9, Depth 74-84 cm",,hardwood,Ulmus,1A,No,2210,20,Corrected,2210,20,,,,,AMS,Field number 165-249-4,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-99.78,30.48,Flatrock Road ,41KM69,UGA-13506,,,Charcoal,,1A,No,2210,40,Corrected,2210,40,-24.77,measured,2210,40,AMS,Sample ID: 41KM69-295,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,425417,3371981,14,NAD 83,Inland,CTx,3371981,425417,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250561,Feature 23,,Unidentified Charred Material,,1A,No,2210,40,Corrected,2210,40,-26.9,measured,2210,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-98.56,29.75,Cibolo Crossing,41BX377,Beta-126368,N1007 E993 (99.05m),,charred material,,1A,No,2211,70,Corrected,2211,70,-23.7,,2190,,,,,,542609,3291269,14,NAD 83,Inland,CTx,3291269,542609,14,,
-98.48,29.47,Olmos,41BX1,TX-3989,"Zone 2, Area A, N1002.30 E1012.05, elevation 98.62",,charcoal,,1A,No,2215,70,Corrected,2215,70,,,2200,,,,,,550857,3260641,14,NAD 83,Inland,CTx,3260641,550857,14,,
-96.1,29.68,Ernest Witte Site,41AU36,SR-6162,Burial 178,Burial,Bone Collagen,Human,1B,Yes,2220,35,Corrected,2220,35,-19.2,Measured,0,0,AMS, ,"Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)","Hard, 2011.pdf",780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-96.96,28.66,Buckeye Knoll,41VT98,Beta-191094,"Knoll Top, S14W86, Level 14, Zone 3", ,Bone collagen,"White-tailed Deer, Odocoileus virginianus",1A,No,2220,40,Corrected,2220,40,-20.3,Measured,2140,0,AMS,Sample 41VT98-13,"Ricklis et al 2012; Archaeology and Bioarchaeology of the Buckeye Knoll Site (41VT98), Victoria County, Texas", ,699601,3171554,14,NAD 83,Coastal,TCP,3171554,699601,14,,
-97.93,29.89,Spring Lake site,41HY160,Beta-9497,"Unit 2, Depth 50-60 cm, adjusted depth 55",,Charcoal,,1A,No,2220,70,Corrected,2220,70,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.63,30.19,,41TV410,Beta-216436,"Feature 12, Area 1, N 4.6, E 83.5","Burned rock, charcoal staining",,,1A,No,2220,40,Raw,,,,,2220,40,,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,632358,3340294,14,NAD 83,Inland,CTx,3340294,632358,14,,
-95.95,29.67,Bowser Site,41FB3,GX-25537,"Upper, burial 19",burial,Bone?,Human,1B,Yes,2230,160,Corrected,2230,160,-20.2,measured,0,0, ,Not clearly stated is human bone,"Patterson, Leland; 1999; Additional Data for the Bowser Site, 41FB3, Fort Bend Co., Texas; Journal Houston Archeological Society, Number 123","Patterson, 2002, Additional Data for the Bowser Site",214714,3286300,15,NAD 83,Riverine,TCP,3286300,214714,15,,
-98.38,28.49,Nueces River Project,41MC29,TX-2873,"Test pits 1&3, Feature 1", ,Carbon, ,1A,No,2230,50,Raw,0,0,0, ,2230,50,Radiometric,MASCA corrected given as 2220-2340 BP,"Hall, Grant D., Black, Stephen L., Graves, Carol, 1982, Archaeological Investigations at Choke Canyon Reservoir, South Texas: The Phase I Findings, Choke Canyon Series: Volume 5, Center for Archaeological Research, The University of Texas at San Antonio",Hall1982,560605,3151359,14,NAD 83,Riverine,TCP,3151359,560605,14,,
-97.82,31.23,,41CV88,TX-8417,"Unit #1, Feature #5, Depth 100-110cm",BR BASIN HEARTH,CHARCOAL,LIVE OAK,1A,No,2230,60,Corrected,2230,60,-26.1,measured,,,,,Fort Hood Database,,612031,3456172,14,NAD 83,Inland,CTx,3456172,612031,14,,
-100.07,30.02,Varga ,41ED28,Beta-175408,"Fea. 39, Blk. A, Unit N101/E52, 80-90 cm",,Charcoal,,1A,No,2230,40,Corrected,2230,40,-21.9,measured,2180,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250577,Feature 44,,Unidentified Charred Material,,1A,No,2230,40,Corrected,2230,40,-26.3,measured,2250,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250578,Feature 45,,Wood Charcoal,Juglans,1A,No,2230,40,Corrected,2230,40,-26.3,measured,2250,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 036241,"Burial 167, Group 3", ,Bone Collagen,Homo sp,1B,Yes,2237,25,Corrected,2237,25,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-95.95,29.67,Bowser Site,41FB3,GX-25330,"Upper, burial 36",burial,Bone?,Human,1B,Yes,2240,120,Corrected,2240,120,-19.3,measured,0,0, ,Not clearly stated is human bone,"Patterson, Leland; 1999; Additional Data for the Bowser Site, 41FB3, Fort Bend Co., Texas; Journal Houston Archeological Society, Number 123","Patterson, 2002, Additional Data for the Bowser Site",214714,3286300,15,NAD 83,Riverine,TCP,3286300,214714,15,,
-97.93,29.89,Spring Lake site,41HY160,Beta-9498,"Unit 3, Depth 20-30 cm, adjusted depth 25",,Charcoal,,1A,No,2240,100,Corrected,2240,100,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-99.23,30.76,,41MS99,Beta-417734,Feature 11,,Charcoal,,1A,No,2240,30,Corrected,2240,30,,,2250,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 029956,"Burial 80, Group 2",Burial,Bone Collagen,Homo sp,1B,Yes,2249,27,Corrected,2249,27,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-95.07,29.73, ,41HR132,Beta-30589,"Unit 1, Zone 3", ,Charcoal, ,1A,No,2250,120,Corrected,2250,120,-26.6,Measured,2270,120, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",300204,3290817,15,NAD 83,Coastal,TCP,3290817,300204,15,,
-97.12,30.46,Walleye Creek Site,41LE57,Beta-97007,"Feature 10, N566 W248, 70-80 cm",Hearth,nutshell,Carya,1A,No,2250,60,Corrected,2250,60,-21.5,measured,2190,60,AMS, ,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,680372,3371069,14,NAD 83,Inland,TCP,3371069,680372,14,,
-99.23,30.76,,41MS99,Beta-417715,EU 16,,Bone,"bovid, left metatarsal frag",1A,No,2250,30,Corrected,2250,30,,,1970,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 030211,"Burial 14, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2253,24,Corrected,2253,24,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035490,Burial 151, ,Bone Collagen,Homo sp,1B,Yes,2255,27,Corrected,2255,27,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-80135,"Unit 13, level 5",,bone ,Bison bison,1A,No,2255,20,Corrected,2255,20,-8.4,measured,,,AMS, ?15N 5.5,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-94.75,29.82, ,41CH16,Tx-395,"Sq. P15 &Q15, basal part of shell midden, from discrete lens",Shell midden,Charcoal, ,1A,No,2260,110,Raw,0,0,0, ,2260,110, , ,"Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",331348,3300657,15,NAD 83,Coastal,TCP,3300657,331348,15,,
-99.65,27.75, ,41WB329,Beta-107623,F1,Campsite,Charred material, ,1A,No,2260,60,Corrected,2260,60,-25.6,Measured,2270,60,AMS,Geological survey not associated with site.,"Miller et al. 2000. Archaeological Investigations Along the Camino Columbia Toll Road, Webb County, Texas.",Miller 2000.pdf,435711,3069402,14,NAD 83,Inland,TCP,3069402,435711,14,,
